Device time,"Ambient air temperature (℃)","Barometric pressure (kPa)","Fuel level input (L)","Instant engine power (based on acceleration) (kW)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
16-08-2020 20:45:58.108,,,,0,0,0,
16-08-2020 20:45:58.240,,,,0,0,0,
16-08-2020 20:45:58.373,,,,0,0,0,
16-08-2020 20:45:58.520,,,,0,0,0,
16-08-2020 20:45:58.650,,,,0,0,0,
16-08-2020 20:45:58.795,,,,0,0,0,
16-08-2020 20:45:58.933,,,,0,0,0,
16-08-2020 20:45:59.050,,,,0,0,0,
16-08-2020 20:45:59.201,,,,0,0,0,
16-08-2020 20:45:59.335,,,,0,0,0,
16-08-2020 20:45:59.492,,,,0,0,0,
16-08-2020 20:45:59.637,,,,0,0,0,
16-08-2020 20:45:59.771,,,,0,0,0,
16-08-2020 20:45:59.914,,,,0,0,0,
16-08-2020 20:46:00.047,,,,0,0,0,
16-08-2020 20:46:00.196,,,,0,0,0,
16-08-2020 20:46:00.332,,,,0,0,0,
16-08-2020 20:46:00.479,,,,0,0,0,
16-08-2020 20:46:00.698,,,,0,0,0,
16-08-2020 20:46:00.920,,,,0,0,0,
16-08-2020 20:46:01.150,,,,0,0,0,
16-08-2020 20:46:01.378,,,,0,0,0,
16-08-2020 20:46:01.598,,,,0,0,0,
16-08-2020 20:46:01.821,,,,0,0,0,
16-08-2020 20:46:02.055,,,,0,0,0,
16-08-2020 20:46:02.211,,,,0,0,0,
16-08-2020 20:46:02.355,,,,0,0,0,
16-08-2020 20:46:02.491,,,,0,0,0,
16-08-2020 20:46:02.643,,,,0,0,0,
16-08-2020 20:46:02.786,,,,0,0,0,
16-08-2020 20:46:02.922,,,,0,0,0,
16-08-2020 20:46:03.046,,,,0,0,0,
16-08-2020 20:46:03.203,,,,0,0,0,
16-08-2020 20:46:03.352,,,,0,0,0,
16-08-2020 20:46:03.492,,,,0,0,0,
16-08-2020 20:46:03.628,,,,0,0,0,
16-08-2020 20:46:03.765,,,,0,0,0,
16-08-2020 20:46:03.901,,,,0,0,0,
16-08-2020 20:46:04.050,,,,0,0,0,
16-08-2020 20:46:04.174,,,,0,0,0,
16-08-2020 20:46:04.321,,,,0,0,0,
16-08-2020 20:46:04.453,,,,0,0,0,
16-08-2020 20:46:04.646,,,,0,0,0,
16-08-2020 20:46:04.857,,,,0,0,0,
16-08-2020 20:46:05.080,,,,0,0,0,
16-08-2020 20:46:05.302,,,,0,0,0,
16-08-2020 20:46:05.506,,,,0,0,0,
16-08-2020 20:46:05.731,,,,0,0,0,
16-08-2020 20:46:05.953,,,,0,0,0,
16-08-2020 20:46:06.143,,,,0,0,0,
16-08-2020 20:46:06.269,,,,0,0,0,
16-08-2020 20:46:06.406,,,,0,0,0,
16-08-2020 20:46:06.543,,,,0,0,0,
16-08-2020 20:46:06.667,,,,0,0,0,
16-08-2020 20:46:06.809,,,,0,0,0,
16-08-2020 20:46:06.940,,,,0,0,0,
16-08-2020 20:46:07.088,,,,0,0,0,
16-08-2020 20:46:07.226,,,,0,0,0,
16-08-2020 20:46:07.374,,,,0,0,0,
16-08-2020 20:46:07.515,,,,0,0,0,
16-08-2020 20:46:07.636,,,,0,0,0,
16-08-2020 20:46:07.770,,,,0,0,0,
